FullGeoName,YEAR,STATE_NAME,STATE_ABBREV,COUNTY_NAME,STATE_COUNTY_FIP_U,opioid_dispensing_rate,Opioid Dispensing Rate (per 100 persons)
"VA, Accomack",2023,Virginia,VA,Accomack County,51001,16.3,<18.1
"VA, Shenandoah",2022,Virginia,VA,Shenandoah County,51171,16.2,<18.1
"VA, Stafford",2021,Virginia,VA,Stafford County,51179,16.2,<18.1
"VA, Prince William",2020,Virginia,VA,Prince William County,51153,16.1,<18.1
"VA, Rockingham",2021,Virginia,VA,Rockingham County,51165,16.1,<18.1
"VA, Shenandoah",2023,Virginia,VA,Shenandoah County,51171,16.1,<18.1
"VA, Grayson",2021,Virginia,VA,Grayson County,51077,16,<18.1
"VA, Greene",2019,Virginia,VA,Greene County,51079,16,<18.1
"VA, Bath",2019,Virginia,VA,Bath County,51017,15.9,<18.1
"VA, Shenandoah",2021,Virginia,VA,Shenandoah County,51171,15.9,<18.1
"VA, Loudoun",2023,Virginia,VA,Loudoun County,51107,15.8,<18.1
"VA, Powhatan",2019,Virginia,VA,Powhatan County,51145,15.8,<18.1
"VA, Warren",2023,Virginia,VA,Warren County,51187,15.8,<18.1
"VA, Bath",2021,Virginia,VA,Bath County,51017,15.7,<18.1
"VA, Grayson",2023,Virginia,VA,Grayson County,51077,15.5,<18.1
"VA, Nelson",2022,Virginia,VA,Nelson County,51125,15.4,<18.1
"VA, Orange",2021,Virginia,VA,Orange County,51137,15.4,<18.1
"VA, Rockbridge",2022,Virginia,VA,Rockbridge County,51163,15.3,<18.1
"VA, Rockbridge",2023,Virginia,VA,Rockbridge County,51163,15.2,<18.1
"VA, Rockbridge",2021,Virginia,VA,Rockbridge County,51163,14.9,<18.1
"VA, Orange",2022,Virginia,VA,Orange County,51137,14.7,<18.1
"VA, Powhatan",2020,Virginia,VA,Powhatan County,51145,14.7,<18.1
"VA, Powhatan",2022,Virginia,VA,Powhatan County,51145,14.6,<18.1
"VA, New Kent",2021,Virginia,VA,New Kent County,51127,14.5,<18.1
"VA, Rockbridge",2020,Virginia,VA,Rockbridge County,51163,14.5,<18.1
"VA, New Kent",2022,Virginia,VA,New Kent County,51127,14.4,<18.1
"VA, Powhatan",2023,Virginia,VA,Powhatan County,51145,14.4,<18.1
"VA, Grayson",2020,Virginia,VA,Grayson County,51077,14.3,<18.1
"VA, Powhatan",2021,Virginia,VA,Powhatan County,51145,14,<18.1
"VA, Rockingham",2020,Virginia,VA,Rockingham County,51165,13.9,<18.1
"VA, Orange",2023,Virginia,VA,Orange County,51137,13.8,<18.1
"VA, Isle Of Wight",2019,Virginia,VA,Isle of Wight County,51093,13.6,<18.1
"VA, Prince William",2021,Virginia,VA,Prince William County,51153,13.4,<18.1
"VA, Culpeper",2023,Virginia,VA,Culpeper County,51047,13.3,<18.1
"VA, Stafford",2020,Virginia,VA,Stafford County,51179,13.3,<18.1
"VA, Clarke",2021,Virginia,VA,Clarke County,51043,13,<18.1
"VA, Bath",2022,Virginia,VA,Bath County,51017,12.8,<18.1
"VA, Nelson",2023,Virginia,VA,Nelson County,51125,12.8,<18.1
"VA, Botetourt",2021,Virginia,VA,Botetourt County,51023,12.6,<18.1
"VA, Greene",2020,Virginia,VA,Greene County,51079,12.6,<18.1
"VA, New Kent",2023,Virginia,VA,New Kent County,51127,12.6,<18.1
"VA, Isle Of Wight",2020,Virginia,VA,Isle of Wight County,51093,12.5,<18.1
"VA, Franklin",2021,Virginia,VA,Franklin County,51067,12.4,<18.1
"VA, Botetourt",2019,Virginia,VA,Botetourt County,51023,12.2,<18.1
"VA, Charles City",2019,Virginia,VA,Charles City County,51036,12.2,<18.1
"VA, Franklin",2022,Virginia,VA,Franklin County,51067,12.1,<18.1
"VA, Mathews",2022,Virginia,VA,Mathews County,51115,12.1,<18.1
"VA, Botetourt",2020,Virginia,VA,Botetourt County,51023,11.9,<18.1
"VA, Goochland",2021,Virginia,VA,Goochland County,51075,11.7,<18.1
"VA, Isle Of Wight",2021,Virginia,VA,Isle of Wight County,51093,11.7,<18.1
"VA, Mathews",2023,Virginia,VA,Mathews County,51115,11.5,<18.1
"VA, Bath",2023,Virginia,VA,Bath County,51017,11.3,<18.1
"VA, Franklin",2023,Virginia,VA,Franklin County,51067,11.3,<18.1
"VA, Botetourt",2023,Virginia,VA,Botetourt County,51023,11.1,<18.1
"VA, Goochland",2020,Virginia,VA,Goochland County,51075,10.9,<18.1
"VA, Prince William",2022,Virginia,VA,Prince William County,51153,10.9,<18.1
"VA, Rappahannock",2019,Virginia,VA,Rappahannock County,51157,10.8,<18.1
"VA, Grayson",2019,Virginia,VA,Grayson County,51077,10.6,<18.1
"VA, Greene",2023,Virginia,VA,Greene County,51079,10.6,<18.1
"VA, Botetourt",2022,Virginia,VA,Botetourt County,51023,10.5,<18.1
"VA, Greene",2021,Virginia,VA,Greene County,51079,10.5,<18.1
"VA, Floyd",2023,Virginia,VA,Floyd County,51063,10.4,<18.1
"VA, Middlesex",2022,Virginia,VA,Middlesex County,51119,10.3,<18.1
"VA, Prince William",2023,Virginia,VA,Prince William County,51153,10.3,<18.1
"VA, Louisa",2019,Virginia,VA,Louisa County,51109,10,<18.1
"VA, Brunswick",2023,Virginia,VA,Brunswick County,51025,9.5,<18.1
"VA, Greene",2022,Virginia,VA,Greene County,51079,9.5,<18.1
"VA, King William",2022,Virginia,VA,King William County,51101,9.5,<18.1
"VA, Prince George",2019,Virginia,VA,Prince George County,51149,9.3,<18.1
"VA, Floyd",2020,Virginia,VA,Floyd County,51063,9.2,<18.1
"VA, King William",2020,Virginia,VA,King William County,51101,9.2,<18.1
"VA, Goochland",2019,Virginia,VA,Goochland County,51075,9.1,<18.1
"VA, King William",2021,Virginia,VA,King William County,51101,9.1,<18.1
"VA, Clarke",2022,Virginia,VA,Clarke County,51043,9,<18.1
"VA, Rappahannock",2023,Virginia,VA,Rappahannock County,51157,8.9,<18.1
"VA, Louisa",2020,Virginia,VA,Louisa County,51109,8.8,<18.1
"VA, Middlesex",2021,Virginia,VA,Middlesex County,51119,8.6,<18.1
"VA, Appomattox",2022,Virginia,VA,Appomattox County,51011,8.5,<18.1
"VA, Middlesex",2019,Virginia,VA,Middlesex County,51119,8.5,<18.1
"VA, Appomattox",2021,Virginia,VA,Appomattox County,51011,8.4,<18.1
"VA, Prince George",2020,Virginia,VA,Prince George County,51149,8.2,<18.1
"VA, Floyd",2021,Virginia,VA,Floyd County,51063,8.1,<18.1
"VA, Middlesex",2023,Virginia,VA,Middlesex County,51119,8.1,<18.1
"VA, Prince George",2023,Virginia,VA,Prince George County,51149,8.1,<18.1
"VA, Louisa",2021,Virginia,VA,Louisa County,51109,8,<18.1
"VA, Louisa",2022,Virginia,VA,Louisa County,51109,8,<18.1
"VA, Northumberland",2019,Virginia,VA,Northumberland County,51133,8,<18.1
"VA, Brunswick",2022,Virginia,VA,Brunswick County,51025,7.8,<18.1
"VA, Floyd",2019,Virginia,VA,Floyd County,51063,7.8,<18.1
"VA, Goochland",2022,Virginia,VA,Goochland County,51075,7.8,<18.1
"VA, Henry",2022,Virginia,VA,Henry County,51089,7.8,<18.1
"VA, King William",2019,Virginia,VA,King William County,51101,7.8,<18.1
"VA, Floyd",2022,Virginia,VA,Floyd County,51063,7.7,<18.1
"VA, Lunenburg",2023,Virginia,VA,Lunenburg County,51111,7.7,<18.1
"VA, Middlesex",2020,Virginia,VA,Middlesex County,51119,7.7,<18.1
"VA, Northumberland",2020,Virginia,VA,Northumberland County,51133,7.7,<18.1
"VA, Prince George",2021,Virginia,VA,Prince George County,51149,7.7,<18.1
"VA, Henry",2023,Virginia,VA,Henry County,51089,7.6,<18.1
"VA, Isle Of Wight",2023,Virginia,VA,Isle of Wight County,51093,7.6,<18.1
"VA, Appomattox",2023,Virginia,VA,Appomattox County,51011,7.5,<18.1
"VA, King George",2022,Virginia,VA,King George County,51099,7.5,<18.1
"VA, Rockingham",2019,Virginia,VA,Rockingham County,51165,7.4,<18.1
"VA, Fluvanna",2019,Virginia,VA,Fluvanna County,51065,7.3,<18.1
"VA, Mathews",2021,Virginia,VA,Mathews County,51115,7.3,<18.1
"VA, Brunswick",2021,Virginia,VA,Brunswick County,51025,7.2,<18.1
"VA, Louisa",2023,Virginia,VA,Louisa County,51109,7.2,<18.1
"VA, Pittsylvania",2019,Virginia,VA,Pittsylvania County,51143,7.1,<18.1
"VA, Pittsylvania",2020,Virginia,VA,Pittsylvania County,51143,7.1,<18.1
"VA, Brunswick",2020,Virginia,VA,Brunswick County,51025,7,<18.1
"VA, King George",2021,Virginia,VA,King George County,51099,6.9,<18.1
"VA, Northumberland",2022,Virginia,VA,Northumberland County,51133,6.9,<18.1
"VA, Prince George",2022,Virginia,VA,Prince George County,51149,6.9,<18.1
"VA, Charles City",2020,Virginia,VA,Charles City County,51036,6.8,<18.1
"VA, King William",2023,Virginia,VA,King William County,51101,6.8,<18.1
"VA, Lunenburg",2019,Virginia,VA,Lunenburg County,51111,6.8,<18.1
"VA, Rappahannock",2020,Virginia,VA,Rappahannock County,51157,6.7,<18.1
"VA, Rappahannock",2021,Virginia,VA,Rappahannock County,51157,6.6,<18.1
"VA, Buckingham",2019,Virginia,VA,Buckingham County,51029,6.5,<18.1
"VA, Lunenburg",2020,Virginia,VA,Lunenburg County,51111,6.5,<18.1
"VA, Northumberland",2023,Virginia,VA,Northumberland County,51133,6.5,<18.1
"VA, Pittsylvania",2021,Virginia,VA,Pittsylvania County,51143,6.5,<18.1
"VA, Campbell",2019,Virginia,VA,Campbell County,51031,6.4,<18.1
"VA, Fluvanna",2020,Virginia,VA,Fluvanna County,51065,6.4,<18.1
"VA, Henry",2019,Virginia,VA,Henry County,51089,6.4,<18.1
"VA, King George",2023,Virginia,VA,King George County,51099,6.4,<18.1
"VA, Northumberland",2021,Virginia,VA,Northumberland County,51133,6.4,<18.1
"VA, Rappahannock",2022,Virginia,VA,Rappahannock County,51157,6.4,<18.1
"VA, Brunswick",2019,Virginia,VA,Brunswick County,51025,6.2,<18.1
"VA, Clarke",2023,Virginia,VA,Clarke County,51043,6.1,<18.1
"VA, Henry",2021,Virginia,VA,Henry County,51089,6.1,<18.1
"VA, Goochland",2023,Virginia,VA,Goochland County,51075,6,<18.1
"VA, Sussex",2019,Virginia,VA,Sussex County,51183,6,<18.1
"VA, Lunenburg",2021,Virginia,VA,Lunenburg County,51111,5.9,<18.1
"VA, Lunenburg",2022,Virginia,VA,Lunenburg County,51111,5.9,<18.1
"VA, Fluvanna",2023,Virginia,VA,Fluvanna County,51065,5.7,<18.1
"VA, Henry",2020,Virginia,VA,Henry County,51089,5.7,<18.1
"VA, Poquoson City",2019,Virginia,VA,Poquoson city,51735,5.7,<18.1
"VA, Fluvanna",2021,Virginia,VA,Fluvanna County,51065,5.4,<18.1
"VA, Madison",2021,Virginia,VA,Madison County,51113,5.4,<18.1
"VA, Campbell",2020,Virginia,VA,Campbell County,51031,5.2,<18.1
"VA, King George",2020,Virginia,VA,King George County,51099,5,<18.1
"VA, Madison",2022,Virginia,VA,Madison County,51113,5,<18.1
"VA, Richmond",2019,Virginia,VA,Richmond County,51159,5,<18.1
"VA, Sussex",2023,Virginia,VA,Sussex County,51183,5,<18.1
"VA, Sussex",2020,Virginia,VA,Sussex County,51183,4.8,<18.1
"VA, Sussex",2022,Virginia,VA,Sussex County,51183,4.8,<18.1
"VA, Poquoson City",2020,Virginia,VA,Poquoson city,51735,4.8,<18.1
"VA, Campbell",2021,Virginia,VA,Campbell County,51031,4.7,<18.1
"VA, Campbell",2022,Virginia,VA,Campbell County,51031,4.7,<18.1
"VA, Madison",2019,Virginia,VA,Madison County,51113,4.7,<18.1
"VA, Madison",2020,Virginia,VA,Madison County,51113,4.7,<18.1
"VA, Richmond",2023,Virginia,VA,Richmond County,51159,4.7,<18.1
"VA, Poquoson City",2022,Virginia,VA,Poquoson city,51735,4.7,<18.1
"VA, Sussex",2021,Virginia,VA,Sussex County,51183,4.6,<18.1
"VA, Buckingham",2020,Virginia,VA,Buckingham County,51029,4.5,<18.1
"VA, Buckingham",2021,Virginia,VA,Buckingham County,51029,4.5,<18.1
"VA, Caroline",2021,Virginia,VA,Caroline County,51033,4.5,<18.1
"VA, Craig",2019,Virginia,VA,Craig County,51045,4.5,<18.1
"VA, Pittsylvania",2022,Virginia,VA,Pittsylvania County,51143,4.5,<18.1
"VA, Westmoreland",2021,Virginia,VA,Westmoreland County,51193,4.5,<18.1
"VA, Caroline",2019,Virginia,VA,Caroline County,51033,4.4,<18.1
"VA, King George",2019,Virginia,VA,King George County,51099,4.4,<18.1
"VA, Westmoreland",2020,Virginia,VA,Westmoreland County,51193,4.4,<18.1
"VA, Poquoson City",2021,Virginia,VA,Poquoson city,51735,4.4,<18.1
"VA, Frederick",2019,Virginia,VA,Frederick County,51069,4.3,<18.1
"VA, Caroline",2020,Virginia,VA,Caroline County,51033,4.2,<18.1
"VA, Fluvanna",2022,Virginia,VA,Fluvanna County,51065,4.2,<18.1
"VA, Richmond",2021,Virginia,VA,Richmond County,51159,4.2,<18.1
"VA, Pittsylvania",2023,Virginia,VA,Pittsylvania County,51143,4.1,<18.1
"VA, Richmond",2020,Virginia,VA,Richmond County,51159,4.1,<18.1
"VA, Poquoson City",2023,Virginia,VA,Poquoson city,51735,4.1,<18.1
"VA, Buckingham",2022,Virginia,VA,Buckingham County,51029,4,<18.1
"VA, Campbell",2023,Virginia,VA,Campbell County,51031,4,<18.1
"VA, Richmond",2022,Virginia,VA,Richmond County,51159,4,<18.1
"VA, Westmoreland",2019,Virginia,VA,Westmoreland County,51193,4,<18.1
"VA, Southampton",2022,Virginia,VA,Southampton County,51175,3.7,<18.1
"VA, Frederick",2020,Virginia,VA,Frederick County,51069,3.6,<18.1
"VA, Buckingham",2023,Virginia,VA,Buckingham County,51029,3.5,<18.1
"VA, Mathews",2020,Virginia,VA,Mathews County,51115,3.5,<18.1
"VA, Westmoreland",2022,Virginia,VA,Westmoreland County,51193,3.4,<18.1
"VA, Mathews",2019,Virginia,VA,Mathews County,51115,3.1,<18.1
"VA, Caroline",2022,Virginia,VA,Caroline County,51033,2.9,<18.1
"VA, Dinwiddie",2023,Virginia,VA,Dinwiddie County,51053,2.8,<18.1
"VA, Southampton",2023,Virginia,VA,Southampton County,51175,2.8,<18.1
"VA, Westmoreland",2023,Virginia,VA,Westmoreland County,51193,2.8,<18.1
"VA, Amelia",2019,Virginia,VA,Amelia County,51007,2.7,<18.1
"VA, Frederick",2022,Virginia,VA,Frederick County,51069,2.7,<18.1
"VA, Frederick",2023,Virginia,VA,Frederick County,51069,2.7,<18.1
"VA, Frederick",2021,Virginia,VA,Frederick County,51069,2.6,<18.1
"VA, Madison",2023,Virginia,VA,Madison County,51113,2.6,<18.1
"VA, Dinwiddie",2022,Virginia,VA,Dinwiddie County,51053,2.5,<18.1
"VA, Highland",2022,Virginia,VA,Highland County,51091,2.4,<18.1
"VA, Dinwiddie",2021,Virginia,VA,Dinwiddie County,51053,2.3,<18.1
"VA, Southampton",2021,Virginia,VA,Southampton County,51175,2.3,<18.1
"VA, Surry",2023,Virginia,VA,Surry County,51181,2.3,<18.1
"VA, King And Queen",2019,Virginia,VA,King and Queen County,51097,2.2,<18.1
"VA, Southampton",2019,Virginia,VA,Southampton County,51175,2.2,<18.1
"VA, Dinwiddie",2020,Virginia,VA,Dinwiddie County,51053,2,<18.1
"VA, Amelia",2021,Virginia,VA,Amelia County,51007,1.9,<18.1
"VA, Caroline",2023,Virginia,VA,Caroline County,51033,1.8,<18.1
"VA, Southampton",2020,Virginia,VA,Southampton County,51175,1.8,<18.1
"VA, Amelia",2023,Virginia,VA,Amelia County,51007,1.7,<18.1
"VA, Amelia",2020,Virginia,VA,Amelia County,51007,1.6,<18.1
"VA, Amelia",2022,Virginia,VA,Amelia County,51007,1.5,<18.1
"VA, Craig",2020,Virginia,VA,Craig County,51045,1.5,<18.1
"VA, Greensville",2019,Virginia,VA,Greensville County,51081,1.5,<18.1
"VA, Greensville",2020,Virginia,VA,Greensville County,51081,1.4,<18.1
"VA, Greensville",2021,Virginia,VA,Greensville County,51081,1.4,<18.1
"VA, Surry",2022,Virginia,VA,Surry County,51181,1.4,<18.1
"VA, Dinwiddie",2019,Virginia,VA,Dinwiddie County,51053,1.3,<18.1
"VA, Highland",2023,Virginia,VA,Highland County,51091,1.2,<18.1
"VA, Surry",2019,Virginia,VA,Surry County,51181,1.2,<18.1
"VA, Surry",2020,Virginia,VA,Surry County,51181,1.2,<18.1
"VA, Greensville",2022,Virginia,VA,Greensville County,51081,1,<18.1
"VA, Highland",2021,Virginia,VA,Highland County,51091,0.9,<18.1
"VA, Surry",2021,Virginia,VA,Surry County,51181,0.9,<18.1
"VA, Craig",2022,Virginia,VA,Craig County,51045,0.8,<18.1
"VA, Craig",2023,Virginia,VA,Craig County,51045,0.8,<18.1
"VA, Highland",2019,Virginia,VA,Highland County,51091,0.7,<18.1
"VA, King And Queen",2020,Virginia,VA,King and Queen County,51097,0.5,<18.1
"VA, Greensville",2023,Virginia,VA,Greensville County,51081,0.3,<18.1
"VA, Highland",2020,Virginia,VA,Highland County,51091,0.3,<18.1
"VA, Cumberland",2023,Virginia,VA,Cumberland County,51049,0.2,<18.1
"VA, King And Queen",2021,Virginia,VA,King and Queen County,51097,0.2,<18.1
"VA, Williamsburg City",2021,Virginia,VA,Williamsburg city,51830,0.2,<18.1
"VA, Williamsburg City",2023,Virginia,VA,Williamsburg city,51830,0.2,<18.1
"VA, Cumberland",2019,Virginia,VA,Cumberland County,51049,0.1,<18.1
"VA, Cumberland",2022,Virginia,VA,Cumberland County,51049,0.1,<18.1
"VA, Williamsburg City",2020,Virginia,VA,Williamsburg city,51830,0.1,<18.1
"VA, Craig",2021,Virginia,VA,Craig County,51045,0,<18.1
"VA, Cumberland",2021,Virginia,VA,Cumberland County,51049,0,<18.1
"VA, Williamsburg City",2019,Virginia,VA,Williamsburg city,51830,0,<18.1
"VA, Williamsburg City",2022,Virginia,VA,Williamsburg city,51830,0,<18.1
